"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"10:35:27.4934751 am","python.exe","16236","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"10:35:27.4934977 am","python.exe","16236","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","NAME NOT FOUND","Desired Access: Query Value"
"10:35:27.4935666 am","python.exe","16236","QuerySecurityFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"10:35:27.4937449 am","python.exe","16236","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"10:35:27.4938361 am","python.exe","16236","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 23/6/2022 9:42:46 pm, LastAccessTime: 5/8/2022 10:35:03 am, LastWriteTime: 23/6/2022 9:42:46 pm, ChangeTime: 23/6/2022 11:45:43 pm, FileAttributes: A"
"10:35:27.4938803 am","python.exe","16236","QueryFileInternalInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","IndexNumber: 0x100000004d718"
"10:35:27.4939150 am","python.exe","16236","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4,075,520, EndOfFile: 4,072,198, NumberOfLinks: 2, DeletePending: False, Directory: False"
"10:35:27.4940739 am","python.exe","16236","CreateFile","C:\Windows\apppatch\~BROMIUM\sysmain.sdb","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"10:35:27.4941395 am","python.exe","16236","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 23/6/2022 9:42:46 pm, LastAccessTime: 5/8/2022 10:35:03 am, LastWriteTime: 23/6/2022 9:42:46 pm, ChangeTime: 23/6/2022 11:45:43 pm, FileAttributes: A"
"10:35:27.4941601 am","python.exe","16236","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"10:35:27.4942201 am","python.exe","16236","QueryBasicInformationFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS","CreationTime: 14/10/2020 10:53:37 am, LastAccessTime: 5/8/2022 10:35:12 am, LastWriteTime: 14/10/2020 10:53:37 am, ChangeTime: 23/6/2022 9:43:21 pm, FileAttributes: A"
"10:35:27.4943206 am","python.exe","16236","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"10:35:27.4943619 am","python.exe","16236","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"10:35:27.4943866 am","python.exe","16236","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS",""
"10:35:27.4958670 am","python.exe","16236","CloseFile","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","SUCCESS",""
